PSNR,SSIM,MAE
12.927008628845215,0.7143213573650103,0.1918434202671051
12.163785934448242,0.5587516147051066,0.20798659324645996
11.91606616973877,0.6645372711828469,0.21424414217472076
10.758707046508789,0.6582564296989578,0.2417718768119812
12.83708667755127,0.5652074407761702,0.18588882684707642
11.804165840148926,0.5976174740236556,0.21325893700122833
13.12476921081543,0.5445076631695619,0.18197044730186462
14.734794616699219,0.7747817318574712,0.15191549062728882
12.737446784973145,0.5742405535644984,0.19083304703235626
12.175259590148926,0.5812675346279489,0.19963693618774414
13.262960433959961,0.6522680877587148,0.18149329721927643
12.698664665222168,0.6971111776384867,0.18064361810684204
13.446645736694336,0.6690435190061321,0.171907439827919
12.32431411743164,0.6721850304669751,0.2070450484752655
12.459863662719727,0.626630966215925,0.19493621587753296
15.213011741638184,0.7492648410804952,0.14169400930404663
12.858061790466309,0.6358346165349762,0.18193285167217255
14.581031799316406,0.7812813379892622,0.15070752799510956
13.171296119689941,0.6318760026141191,0.18394488096237183
13.007650375366211,0.6870325782912355,0.18244004249572754
12.877326011657715,0.691113790838209,0.19086380302906036
12.624140739440918,0.6405857246963661,0.19373886287212372
14.212069511413574,0.6937964247629178,0.16559818387031555
12.75135612487793,0.6283242504843943,0.18578168749809265
13.830720901489258,0.6741740247241007,0.1639660745859146
12.57513427734375,0.617637493894889,0.20132295787334442
12.401605606079102,0.6401276298080778,0.20448607206344604
13.5929536819458,0.6978200821883132,0.1729702353477478
13.065184593200684,0.6277720707939766,0.18281733989715576
12.990246772766113,0.7288661505628355,0.18949006497859955
14.005338668823242,0.6666638203911812,0.16872824728488922
13.635252952575684,0.7366663363583413,0.18131868541240692
14.436779022216797,0.7404523723761353,0.1519746333360672
13.43466854095459,0.6418665921534781,0.17920327186584473
12.98099422454834,0.5989763200810756,0.190021350979805
14.07784652709961,0.6880170363556063,0.162205770611763
11.957571029663086,0.4500899496772721,0.21441441774368286
12.75418472290039,0.6015930619304772,0.19890479743480682
14.550104141235352,0.6384925207287103,0.15388116240501404
15.06696605682373,0.6870675075277805,0.14267534017562866
11.876535415649414,0.5291991288565433,0.2174965888261795
13.923998832702637,0.6579952628510024,0.15896421670913696
14.371162414550781,0.7363135354855508,0.15441912412643433
13.29928207397461,0.6392485380279251,0.18024225533008575
13.500377655029297,0.5692149380752987,0.18008729815483093
15.433683395385742,0.7409829664420747,0.13707153499126434
12.888859748840332,0.6294326644122297,0.1986573189496994
13.018148422241211,0.6145308636114729,0.18754473328590393
14.812544822692871,0.7633146525262432,0.14762389659881592
14.219921112060547,0.7059985062273317,0.16139470040798187
13.710184097290039,0.5838257105346765,0.16411606967449188
14.337594985961914,0.6351056029234996,0.15938811004161835
13.34428596496582,0.7387120408576806,0.17307670414447784
13.866037368774414,0.6779323691484939,0.17202943563461304
14.697575569152832,0.7565103277569172,0.1575746387243271
15.729488372802734,0.6711259619910789,0.13437145948410034
12.098546981811523,0.5805494524878884,0.20739102363586426
12.07579231262207,0.6433373869949133,0.21601809561252594
13.497706413269043,0.6821032903050175,0.18113791942596436
13.885751724243164,0.7274249807545982,0.17290495336055756
13.981409072875977,0.7089075215584741,0.16225232183933258
12.950626373291016,0.650251457359046,0.19813479483127594
12.730073928833008,0.6623189290966557,0.19583897292613983
13.206581115722656,0.6677206862561661,0.18085423111915588
12.240599632263184,0.5408751898897831,0.20460979640483856
14.32833480834961,0.6092966063641786,0.15368424355983734
13.147917747497559,0.7044009675495743,0.18745116889476776
12.587152481079102,0.6362556394756541,0.20156385004520416
13.591678619384766,0.6980401639356295,0.1732030063867569
14.106609344482422,0.6672943072286024,0.165730282664299
13.745888710021973,0.6145067364054879,0.17298853397369385
13.542003631591797,0.7418554151799249,0.1774451583623886
12.794403076171875,0.6932926138794167,0.19988051056861877
16.30796241760254,0.7042413931076941,0.12687897682189941
16.323869705200195,0.7152483758730679,0.12435479462146759
14.63412094116211,0.575996528313285,0.15643882751464844
13.414874076843262,0.5919344076480366,0.17241497337818146
13.666929244995117,0.7083152334792963,0.18379195034503937
13.97658920288086,0.7073165874680829,0.1674720048904419
12.572097778320312,0.705524366132394,0.21338246762752533
13.642550468444824,0.6585671652666893,0.17956627905368805
16.726314544677734,0.6646875586028081,0.1192828118801117
15.613274574279785,0.7372495277046989,0.14049360156059265
14.452561378479004,0.7038698479782055,0.1577475666999817
14.49227237701416,0.7118606487867117,0.1635265201330185
14.200389862060547,0.6545042644961664,0.16609792411327362
16.42182159423828,0.7785987308962135,0.12503476440906525
14.262205123901367,0.5823630673024939,0.16428478062152863
12.520458221435547,0.625328498844286,0.21110188961029053
15.62867259979248,0.671818017708735,0.1365363746881485
16.428646087646484,0.8223389553221555,0.13044413924217224
14.723706245422363,0.6696797255492195,0.1494244635105133
14.060701370239258,0.6125214727647013,0.16860124468803406
15.100252151489258,0.7411796747233921,0.14733566343784332
13.854438781738281,0.7577137528241625,0.17740412056446075
15.100687026977539,0.6004707270681794,0.15008968114852905
17.132762908935547,0.6860050633460695,0.11124113947153091
18.344982147216797,0.7192989082196783,0.09188064187765121
18.120033264160156,0.7919705165121287,0.10598297417163849
16.364383697509766,0.8247806072939136,0.13751712441444397
13.6415376663208,0.5662713789890439,0.1799386888742447
12.23923110961914,0.7497601003354778,0.20609335601329803
13.797849655151367,0.6666833227486308,0.16295219957828522
16.406761169433594,0.6826086663153622,0.12900663912296295
14.567221641540527,0.6410240297341359,0.15149427950382233
17.596046447753906,0.7043516658086534,0.10453391075134277
15.11523151397705,0.7538424562575677,0.13373593986034393
16.39482879638672,0.5833783306747211,0.12693847715854645
13.41349983215332,0.5442919325363993,0.18217197060585022
15.009613990783691,0.6744954364462356,0.14507803320884705
13.580110549926758,0.7114719511113584,0.16848792135715485
16.33720588684082,0.7377405079270712,0.12489908933639526
15.112919807434082,0.7170588373733351,0.1580345183610916
17.022506713867188,0.713985092822539,0.11567845940589905
14.982215881347656,0.6782704264383266,0.15340034663677216
12.278511047363281,0.5737439606189144,0.21800677478313446
8.232447624206543,0.625837975574719,0.33142778277397156
16.517736434936523,0.6728407406857804,0.12837468087673187
17.69008445739746,0.7278944556709126,0.10880017280578613
16.499107360839844,0.8116143266997535,0.11993762850761414
11.790454864501953,0.7353850684641632,0.1754046529531479
16.175128936767578,0.7680628646392091,0.12271035462617874
15.458864212036133,0.6831431989836163,0.13923996686935425
19.12188720703125,0.770517897631881,0.08599567413330078
16.332801818847656,0.7705069711723659,0.13794054090976715
14.955759048461914,0.7598600569048716,0.13221971690654755
16.321535110473633,0.6826875815185013,0.12569931149482727
12.882685661315918,0.6662397172687233,0.19398093223571777
17.65028190612793,0.7401517717362067,0.10671339184045792
18.365917205810547,0.756597089616758,0.10247873514890671
17.590391159057617,0.7522811313856871,0.11375939846038818
17.200374603271484,0.7225653682071035,0.11321402341127396
17.409324645996094,0.6411406809198986,0.11302702128887177
19.665353775024414,0.7586142324429592,0.0798877701163292
14.606317520141602,0.5749756965547537,0.15839959681034088
16.08696937561035,0.7039691341872087,0.13816601037979126
15.320915222167969,0.6368437688678029,0.1517600566148758
14.119693756103516,0.7531714453592517,0.16595815122127533
12.01475715637207,0.7201172404916983,0.20966002345085144
13.320795059204102,0.7127210821790404,0.1763460785150528
15.060739517211914,0.7021748449924795,0.14288128912448883
18.044883728027344,0.8270814831839329,0.09355184435844421
14.101629257202148,0.7409344079197328,0.17053110897541046
15.879121780395508,0.6924895955988163,0.1281721591949463
17.497522354125977,0.7735486608124752,0.10242495685815811
15.821487426757812,0.6911531501311701,0.12924854457378387
