Discriminator Loss,Generator Loss,MAE Loss,GAN Loss
1.3948404788970947,0.199921652674675,0.1918434202671051,0.8078233599662781
1.5345091819763184,0.21615466475486755,0.20798659324645996,0.8168075084686279
0.7416350841522217,0.22230854630470276,0.21424414217472076,0.8064398765563965
0.7873739004135132,0.2499629110097885,0.2417718768119812,0.8191040754318237
0.7226030230522156,0.19370590150356293,0.18588882684707642,0.7817068099975586
0.5379968881607056,0.22103600203990936,0.21325893700122833,0.7777068018913269
0.44238799810409546,0.18965530395507812,0.18197044730186462,0.7684862613677979
0.4247669577598572,0.15961149334907532,0.15191549062728882,0.7695997953414917
0.3467106223106384,0.19844821095466614,0.19083304703235626,0.761516273021698
0.2943938970565796,0.20722557604312897,0.19963693618774414,0.7588642835617065
0.16621741652488708,0.18903574347496033,0.18149329721927643,0.7542452812194824
0.23993626236915588,0.1882334202528,0.18064361810684204,0.7589801549911499
0.2668309509754181,0.17947043478488922,0.171907439827919,0.7562992572784424
0.21034438908100128,0.21463538706302643,0.2070450484752655,0.7590343952178955
0.1473902016878128,0.2024492621421814,0.19493621587753296,0.7513041496276855
0.2339690625667572,0.14928098022937775,0.14169400930404663,0.7586970329284668
0.2046615481376648,0.18941926956176758,0.18193285167217255,0.7486419081687927
0.21699891984462738,0.15820591151714325,0.15070752799510956,0.7498385310173035
0.11328132450580597,0.19135001301765442,0.18394488096237183,0.7405134439468384
0.2920328676700592,0.18983203172683716,0.18244004249572754,0.7391983270645142
0.0702296569943428,0.198219895362854,0.19086380302906036,0.7356089353561401
0.05926210433244705,0.2011115700006485,0.19373886287212372,0.7372705936431885
0.07496733218431473,0.17299944162368774,0.16559818387031555,0.7401253581047058
0.05073735490441322,0.19315847754478455,0.18578168749809265,0.7376793622970581
0.03707214444875717,0.17137083411216736,0.1639660745859146,0.7404764890670776
0.036414988338947296,0.20878075063228607,0.20132295787334442,0.7457787394523621
0.026186812669038773,0.211963951587677,0.20448607206344604,0.74778813123703
0.12055833637714386,0.18027418851852417,0.1729702353477478,0.7303959727287292
0.022173307836055756,0.19035428762435913,0.18281733989715576,0.7536942958831787
0.024756794795393944,0.19708511233329773,0.18949006497859955,0.7595041990280151
0.026741543784737587,0.1762673407793045,0.16872824728488922,0.7539093494415283
0.04420185461640358,0.18890482187271118,0.18131868541240692,0.758613109588623
0.028426021337509155,0.1594071090221405,0.1519746333360672,0.7432481646537781
0.01357761025428772,0.18673370778560638,0.17920327186584473,0.7530437707901001
0.021586811169981956,0.19750946760177612,0.190021350979805,0.7488112449645996
0.013323926366865635,0.16975238919258118,0.162205770611763,0.7546617388725281
0.10763045400381088,0.2215983122587204,0.21441441774368286,0.7183899879455566
0.024573935195803642,0.20624718070030212,0.19890479743480682,0.7342386245727539
0.015527462586760521,0.16144153475761414,0.15388116240501404,0.756036639213562
0.014991451054811478,0.15024997293949127,0.14267534017562866,0.7574634552001953
0.01677568629384041,0.22512687742710114,0.2174965888261795,0.7630289793014526
0.05238380655646324,0.1665596067905426,0.15896421670913696,0.7595388293266296
0.032621823251247406,0.1622062772512436,0.15441912412643433,0.7787148952484131
0.0125455092638731,0.1879042088985443,0.18024225533008575,0.7661952972412109
0.018933359533548355,0.18813727796077728,0.18008729815483093,0.8049982786178589
0.027665581554174423,0.14512507617473602,0.13707153499126434,0.8053536415100098
0.01974979043006897,0.20672543346881866,0.1986573189496994,0.806811511516571
0.03548995405435562,0.19533371925354004,0.18754473328590393,0.7788993120193481
0.013911683112382889,0.15574949979782104,0.14762389659881592,0.8125607371330261
0.04743456467986107,0.16945874691009521,0.16139470040798187,0.8064041137695312
0.02435075119137764,0.1721550077199936,0.16411606967449188,0.8038939237594604
0.014645997434854507,0.1676054149866104,0.15938811004161835,0.821729838848114
0.013841942884027958,0.18118835985660553,0.17307670414447784,0.8111657500267029
0.050280071794986725,0.18008844554424286,0.17202943563461304,0.8059008121490479
0.019060414284467697,0.16534613072872162,0.1575746387243271,0.7771489024162292
0.01979028433561325,0.1421537846326828,0.13437145948410034,0.7782330513000488
0.014018192887306213,0.21561820805072784,0.20739102363586426,0.8227190971374512
0.01138363592326641,0.22437269985675812,0.21601809561252594,0.8354611396789551
0.0338577926158905,0.1881716549396515,0.18113791942596436,0.7033738493919373
0.056344278156757355,0.18067331612110138,0.17290495336055756,0.7768365144729614
0.019892267882823944,0.16986186802387238,0.16225232183933258,0.7609550952911377
0.9694325923919678,0.20535428822040558,0.19813479483127594,0.72194904088974
0.00817109365016222,0.2036481648683548,0.19583897292613983,0.7809187769889832
0.009692110121250153,0.18854933977127075,0.18085423111915588,0.7695107460021973
0.023560505360364914,0.21255935728549957,0.20460979640483856,0.794956386089325
0.039194609969854355,0.16147570312023163,0.15368424355983734,0.7791455984115601
0.12214793264865875,0.19334818422794342,0.18745116889476776,0.589701235294342
0.032780058681964874,0.20871153473854065,0.20156385004520416,0.7147681713104248
0.06911186128854752,0.18158183991909027,0.1732030063867569,0.8378831744194031
0.02032139152288437,0.17304176092147827,0.165730282664299,0.7311484813690186
0.030632901936769485,0.18153983354568481,0.17298853397369385,0.8551303148269653
0.1519416868686676,0.18590787053108215,0.1774451583623886,0.8462710380554199
0.05778250843286514,0.20785783231258392,0.19988051056861877,0.7977327704429626
0.15107783675193787,0.13441303372383118,0.12687897682189941,0.753405749797821
0.263052761554718,0.1319204866886139,0.12435479462146759,0.7565692663192749
0.0611751526594162,0.16425025463104248,0.15643882751464844,0.7811421155929565
0.026298098266124725,0.18079659342765808,0.17241497337818146,0.8381621241569519
0.044498953968286514,0.19174621999263763,0.18379195034503937,0.7954273223876953
0.02854076586663723,0.17583467066287994,0.1674720048904419,0.8362663984298706
0.021565735340118408,0.22063753008842468,0.21338246762752533,0.7255069613456726
0.013640457764267921,0.18757441639900208,0.17956627905368805,0.800813615322113
0.130334734916687,0.12580205500125885,0.1192828118801117,0.6519240140914917
0.02882380411028862,0.14843542873859406,0.14049360156059265,0.7941827774047852
0.0173033494502306,0.16588503122329712,0.1577475666999817,0.8137462139129639
0.6614315509796143,0.16971533000469208,0.1635265201330185,0.6188815832138062
0.02101213112473488,0.1744682937860489,0.16609792411327362,0.8370370268821716
0.03470185026526451,0.13286873698234558,0.12503476440906525,0.7833966016769409
0.01370826456695795,0.17340290546417236,0.16428478062152863,0.9118127822875977
0.5599953532218933,0.21994762122631073,0.21110188961029053,0.8845726847648621
0.018485404551029205,0.14482679963111877,0.1365363746881485,0.8290419578552246
0.08002693951129913,0.1397797018289566,0.13044413924217224,0.9335562586784363
